id,Level,asdf_id,gqid,shapeGroup,shapeID,shapeName,shapeType
"636",ADM2,"636","636",MEX,MEX-ADM2-50627088B65997769,Ixtlahuacán del Río,ADM2
"637",ADM2,"637","637",MEX,MEX-ADM2-50627088B10962976,Jalostotitlán,ADM2
"638",ADM2,"638","638",MEX,MEX-ADM2-50627088B55003932,Jamay,ADM2
"639",ADM2,"639","639",MEX,MEX-ADM2-50627088B12903529,Jesús María,ADM2
"640",ADM2,"640","640",MEX,MEX-ADM2-50627088B83038555,Jilotlán de los Dolores,ADM2
"641",ADM2,"641","641",MEX,MEX-ADM2-50627088B99955070,Jocotepec,ADM2
"642",ADM2,"642","642",MEX,MEX-ADM2-50627088B51699383,Juanacatlán,ADM2
"643",ADM2,"643","643",MEX,MEX-ADM2-50627088B86312414,Juchitlán,ADM2
"644",ADM2,"644","644",MEX,MEX-ADM2-50627088B49123795,Lagos de Moreno,ADM2
"645",ADM2,"645","645",MEX,MEX-ADM2-50627088B41501242,El Limón,ADM2
"646",ADM2,"646","646",MEX,MEX-ADM2-50627088B21801566,Magdalena,ADM2
"647",ADM2,"647","647",MEX,MEX-ADM2-50627088B78118975,Santa María del Oro,ADM2
"648",ADM2,"648","648",MEX,MEX-ADM2-50627088B56301310,La Manzanilla de la Paz,ADM2
"649",ADM2,"649","649",MEX,MEX-ADM2-50627088B1532277,Mascota,ADM2
"650",ADM2,"650","650",MEX,MEX-ADM2-50627088B43397657,Mazamitla,ADM2
"651",ADM2,"651","651",MEX,MEX-ADM2-50627088B52398445,Mexticacán,ADM2
"652",ADM2,"652","652",MEX,MEX-ADM2-50627088B80082158,Mezquitic,ADM2
"653",ADM2,"653","653",MEX,MEX-ADM2-50627088B94733428,Mixtlán,ADM2
"654",ADM2,"654","654",MEX,MEX-ADM2-50627088B17425791,Ocotlán,ADM2
"655",ADM2,"655","655",MEX,MEX-ADM2-50627088B5149680,Ojuelos de Jalisco,ADM2
"656",ADM2,"656","656",MEX,MEX-ADM2-50627088B38887189,Pihuamo,ADM2
"657",ADM2,"657","657",MEX,MEX-ADM2-50627088B45063091,Poncitlán,ADM2
"658",ADM2,"658","658",MEX,MEX-ADM2-50627088B93453581,Puerto Vallarta,ADM2
"659",ADM2,"659","659",MEX,MEX-ADM2-50627088B26337094,Villa Purificación,ADM2
"660",ADM2,"660","660",MEX,MEX-ADM2-50627088B75925112,Quitupan,ADM2
"661",ADM2,"661","661",MEX,MEX-ADM2-50627088B76772378,El Salto,ADM2
"662",ADM2,"662","662",MEX,MEX-ADM2-50627088B16481042,San Cristóbal de la Barranca,ADM2
"663",ADM2,"663","663",MEX,MEX-ADM2-50627088B22410068,San Diego de Alejandría,ADM2
"664",ADM2,"664","664",MEX,MEX-ADM2-50627088B54267070,San Juan de los Lagos,ADM2
"665",ADM2,"665","665",MEX,MEX-ADM2-50627088B73755407,San Julián,ADM2
"666",ADM2,"666","666",MEX,MEX-ADM2-50627088B25250351,San Marcos,ADM2
"667",ADM2,"667","667",MEX,MEX-ADM2-50627088B26255276,San Martín de Bolaños,ADM2
"668",ADM2,"668","668",MEX,MEX-ADM2-50627088B75944258,San Martín Hidalgo,ADM2
"669",ADM2,"669","669",MEX,MEX-ADM2-50627088B76692007,San Miguel el Alto,ADM2
"670",ADM2,"670","670",MEX,MEX-ADM2-50627088B53981591,Gómez Farías,ADM2
"671",ADM2,"671","671",MEX,MEX-ADM2-50627088B15524677,San Sebastián del Oeste,ADM2
"672",ADM2,"672","672",MEX,MEX-ADM2-50627088B18610076,Santa María de los Ángeles,ADM2
"673",ADM2,"673","673",MEX,MEX-ADM2-50627088B11459198,Sayula,ADM2
"674",ADM2,"674","674",MEX,MEX-ADM2-50627088B65256956,Tala,ADM2
"675",ADM2,"675","675",MEX,MEX-ADM2-50627088B36417633,Talpa de Allende,ADM2
"676",ADM2,"676","676",MEX,MEX-ADM2-50627088B69469733,Tamazula de Gordiano,ADM2
"677",ADM2,"677","677",MEX,MEX-ADM2-50627088B20747943,Tapalpa,ADM2
"678",ADM2,"678","678",MEX,MEX-ADM2-50627088B86564150,Tecalitlán,ADM2
"679",ADM2,"679","679",MEX,MEX-ADM2-50627088B27790160,Tecolotlán,ADM2
"680",ADM2,"680","680",MEX,MEX-ADM2-50627088B73984707,Techaluta de Montenegro,ADM2
"681",ADM2,"681","681",MEX,MEX-ADM2-50627088B42772283,Tenamaxtlán,ADM2
"682",ADM2,"682","682",MEX,MEX-ADM2-50627088B75089512,Teocaltiche,ADM2
"683",ADM2,"683","683",MEX,MEX-ADM2-50627088B78082193,Teocuitatlán de Corona,ADM2
"684",ADM2,"684","684",MEX,MEX-ADM2-50627088B45264343,Tepatitlán de Morelos,ADM2
"685",ADM2,"685","685",MEX,MEX-ADM2-50627088B22109495,Tequila,ADM2
"686",ADM2,"686","686",MEX,MEX-ADM2-50627088B3964118,Teuchitlán,ADM2
"687",ADM2,"687","687",MEX,MEX-ADM2-50627088B36070522,Tizapán el Alto,ADM2
"688",ADM2,"688","688",MEX,MEX-ADM2-50627088B23624451,Tlajomulco de Zúñiga,ADM2
"689",ADM2,"689","689",MEX,MEX-ADM2-50627088B85418159,San Pedro Tlaquepaque,ADM2
"690",ADM2,"690","690",MEX,MEX-ADM2-50627088B22647497,Tolimán,ADM2
"691",ADM2,"691","691",MEX,MEX-ADM2-50627088B98269704,Tomatlán,ADM2
"692",ADM2,"692","692",MEX,MEX-ADM2-50627088B66862621,Tonalá,ADM2
"693",ADM2,"693","693",MEX,MEX-ADM2-50627088B87030588,Tonaya,ADM2
"694",ADM2,"694","694",MEX,MEX-ADM2-50627088B79718038,Tonila,ADM2
"695",ADM2,"695","695",MEX,MEX-ADM2-50627088B5062949,Totatiche,ADM2
"696",ADM2,"696","696",MEX,MEX-ADM2-50627088B78254792,Tototlán,ADM2
"697",ADM2,"697","697",MEX,MEX-ADM2-50627088B51760825,Tuxcacuesco,ADM2
"698",ADM2,"698","698",MEX,MEX-ADM2-50627088B73400251,Tuxcueca,ADM2
"699",ADM2,"699","699",MEX,MEX-ADM2-50627088B26990328,Tuxpan,ADM2
"700",ADM2,"700","700",MEX,MEX-ADM2-50627088B17953379,Unión de San Antonio,ADM2
"701",ADM2,"701","701",MEX,MEX-ADM2-50627088B80015468,Unión de Tula,ADM2
"702",ADM2,"702","702",MEX,MEX-ADM2-50627088B34467640,Valle de Guadalupe,ADM2
"703",ADM2,"703","703",MEX,MEX-ADM2-50627088B56642350,Valle de Juárez,ADM2
"704",ADM2,"704","704",MEX,MEX-ADM2-50627088B5304954,San Gabriel,ADM2
"705",ADM2,"705","705",MEX,MEX-ADM2-50627088B83471659,Villa Corona,ADM2
"706",ADM2,"706","706",MEX,MEX-ADM2-50627088B96978237,Villa Guerrero,ADM2
"707",ADM2,"707","707",MEX,MEX-ADM2-50627088B65293015,Villa Hidalgo,ADM2
"708",ADM2,"708","708",MEX,MEX-ADM2-50627088B76299938,Cañadas de Obregón,ADM2
"709",ADM2,"709","709",MEX,MEX-ADM2-50627088B62212404,Yahualica de González Gallo,ADM2
"710",ADM2,"710","710",MEX,MEX-ADM2-50627088B14026173,Zacoalco de Torres,ADM2
"711",ADM2,"711","711",MEX,MEX-ADM2-50627088B81995208,Zapopan,ADM2
"712",ADM2,"712","712",MEX,MEX-ADM2-50627088B75288487,Zapotiltic,ADM2
"713",ADM2,"713","713",MEX,MEX-ADM2-50627088B47174090,Zapotitlán de Vadillo,ADM2
"714",ADM2,"714","714",MEX,MEX-ADM2-50627088B98722595,Zapotlán del Rey,ADM2
"715",ADM2,"715","715",MEX,MEX-ADM2-50627088B88577746,Zapotlanejo,ADM2
"716",ADM2,"716","716",MEX,MEX-ADM2-50627088B31884951,San Ignacio Cerro Gordo,ADM2
"717",ADM2,"717","717",MEX,MEX-ADM2-50627088B81877068,Acolman,ADM2
"718",ADM2,"718","718",MEX,MEX-ADM2-50627088B25791555,Amecameca,ADM2
"719",ADM2,"719","719",MEX,MEX-ADM2-50627088B35217938,Apaxco,ADM2
"720",ADM2,"720","720",MEX,MEX-ADM2-50627088B4246524,Atenco,ADM2
"721",ADM2,"721","721",MEX,MEX-ADM2-50627088B18263431,Atizapán de Zaragoza,ADM2
"722",ADM2,"722","722",MEX,MEX-ADM2-50627088B49509036,Atlautla,ADM2
"723",ADM2,"723","723",MEX,MEX-ADM2-50627088B29546755,Axapusco,ADM2
"724",ADM2,"724","724",MEX,MEX-ADM2-50627088B45544514,Ayapango,ADM2
"725",ADM2,"725","725",MEX,MEX-ADM2-50627088B79546850,Coacalco de Berriozábal,ADM2
"726",ADM2,"726","726",MEX,MEX-ADM2-50627088B24590708,Cocotitlán,ADM2
"727",ADM2,"727","727",MEX,MEX-ADM2-50627088B6877034,Coyotepec,ADM2
"728",ADM2,"728","728",MEX,MEX-ADM2-50627088B30706935,Cuautitlán,ADM2
"729",ADM2,"729","729",MEX,MEX-ADM2-50627088B45802880,Chalco,ADM2
"730",ADM2,"730","730",MEX,MEX-ADM2-50627088B59678061,Chiautla,ADM2
"731",ADM2,"731","731",MEX,MEX-ADM2-50627088B2067003,Chicoloapan,ADM2
"732",ADM2,"732","732",MEX,MEX-ADM2-50627088B24622217,Chiconcuac,ADM2
"733",ADM2,"733","733",MEX,MEX-ADM2-50627088B43601187,Chimalhuacán,ADM2
"734",ADM2,"734","734",MEX,MEX-ADM2-50627088B51423576,Ecatepec de Morelos,ADM2
"735",ADM2,"735","735",MEX,MEX-ADM2-50627088B62649481,Ecatzingo,ADM2
"736",ADM2,"736","736",MEX,MEX-ADM2-50627088B86567829,Huehuetoca,ADM2
"737",ADM2,"737","737",MEX,MEX-ADM2-50627088B9614580,Hueypoxtla,ADM2
"738",ADM2,"738","738",MEX,MEX-ADM2-50627088B71762386,Huixquilucan,ADM2
"739",ADM2,"739","739",MEX,MEX-ADM2-50627088B18380253,Ixtapaluca,ADM2
"740",ADM2,"740","740",MEX,MEX-ADM2-50627088B20089594,Jaltenco,ADM2
"741",ADM2,"741","741",MEX,MEX-ADM2-50627088B33237789,Juchitepec,ADM2
"742",ADM2,"742","742",MEX,MEX-ADM2-50627088B70536863,Melchor Ocampo,ADM2
"743",ADM2,"743","743",MEX,MEX-ADM2-50627088B19358151,Naucalpan de Juárez,ADM2
"744",ADM2,"744","744",MEX,MEX-ADM2-50627088B81117720,Nezahualcóyotl,ADM2
"745",ADM2,"745","745",MEX,MEX-ADM2-50627088B15563378,Nextlalpan,ADM2
"746",ADM2,"746","746",MEX,MEX-ADM2-50627088B78357808,Nopaltepec,ADM2
"747",ADM2,"747","747",MEX,MEX-ADM2-50627088B36094482,Otumba,ADM2
"748",ADM2,"748","748",MEX,MEX-ADM2-50627088B16179603,Ozumba,ADM2
"749",ADM2,"749","749",MEX,MEX-ADM2-50627088B13098883,Papalotla,ADM2
"750",ADM2,"750","750",MEX,MEX-ADM2-50627088B62633074,La Paz,ADM2
"751",ADM2,"751","751",MEX,MEX-ADM2-50627088B58782046,San Martín de las Pirámides,ADM2
"752",ADM2,"752","752",MEX,MEX-ADM2-50627088B4171960,Tecámac,ADM2
"753",ADM2,"753","753",MEX,MEX-ADM2-50627088B7138922,Temamatla,ADM2
"754",ADM2,"754","754",MEX,MEX-ADM2-50627088B11355176,Temascalapa,ADM2
"755",ADM2,"755","755",MEX,MEX-ADM2-50627088B1929518,Tenango del Aire,ADM2
"756",ADM2,"756","756",MEX,MEX-ADM2-50627088B87763878,Teoloyucan,ADM2
"757",ADM2,"757","757",MEX,MEX-ADM2-50627088B73683683,Teotihuacán,ADM2
"758",ADM2,"758","758",MEX,MEX-ADM2-50627088B44780635,Tepetlaoxtoc,ADM2
"759",ADM2,"759","759",MEX,MEX-ADM2-50627088B83876942,Tepetlixpa,ADM2
"760",ADM2,"760","760",MEX,MEX-ADM2-50627088B46680329,Tequixquiac,ADM2
"761",ADM2,"761","761",MEX,MEX-ADM2-50627088B21084067,Texcoco,ADM2
"762",ADM2,"762","762",MEX,MEX-ADM2-50627088B79624649,Tezoyuca,ADM2
"763",ADM2,"763","763",MEX,MEX-ADM2-50627088B61121601,Tlalmanalco,ADM2
"764",ADM2,"764","764",MEX,MEX-ADM2-50627088B59880564,Tlalnepantla de Baz,ADM2
"765",ADM2,"765","765",MEX,MEX-ADM2-50627088B35744639,Tultepec,ADM2
"766",ADM2,"766","766",MEX,MEX-ADM2-50627088B25100723,Zumpango,ADM2
"767",ADM2,"767","767",MEX,MEX-ADM2-50627088B83027436,Cuautitlán Izcalli,ADM2
"768",ADM2,"768","768",MEX,MEX-ADM2-50627088B44141139,Valle de Chalco Solidaridad,ADM2
"769",ADM2,"769","769",MEX,MEX-ADM2-50627088B1967298,Tonanitla,ADM2
"770",ADM2,"770","770",MEX,MEX-ADM2-50627088B99899789,Tultitlán,ADM2
"771",ADM2,"771","771",MEX,MEX-ADM2-50627088B41099473,Zamora,ADM2
"772",ADM2,"772","772",MEX,MEX-ADM2-50627088B19919088,Tangancícuaro,ADM2
"773",ADM2,"773","773",MEX,MEX-ADM2-50627088B18655582,Lázaro Cárdenas,ADM2
"774",ADM2,"774","774",MEX,MEX-ADM2-50627088B55072662,Aquila,ADM2
"775",ADM2,"775","775",MEX,MEX-ADM2-50627088B3267287,Arteaga,ADM2
"776",ADM2,"776","776",MEX,MEX-ADM2-50627088B29238640,Tumbiscatío,ADM2
"777",ADM2,"777","777",MEX,MEX-ADM2-50627088B28464448,San Lucas,ADM2
"778",ADM2,"778","778",MEX,MEX-ADM2-50627088B52886183,Coahuayana,ADM2
"779",ADM2,"779","779",MEX,MEX-ADM2-50627088B24464853,Huetamo,ADM2
"780",ADM2,"780","780",MEX,MEX-ADM2-50627088B92804417,Churumuco,ADM2
"781",ADM2,"781","781",MEX,MEX-ADM2-50627088B3948727,Chinicuila,ADM2
"782",ADM2,"782","782",MEX,MEX-ADM2-50627088B52606532,Coalcomán de Vázquez Pallares,ADM2
"783",ADM2,"783","783",MEX,MEX-ADM2-50627088B77939318,Aguililla,ADM2
"784",ADM2,"784","784",MEX,MEX-ADM2-50627088B56526927,La Huacana,ADM2
"785",ADM2,"785","785",MEX,MEX-ADM2-50627088B95016995,Múgica,ADM2
"786",ADM2,"786","786",MEX,MEX-ADM2-50627088B20939362,Turicato,ADM2
"787",ADM2,"787","787",MEX,MEX-ADM2-50627088B14738886,Carácuaro,ADM2
"788",ADM2,"788","788",MEX,MEX-ADM2-50627088B40669558,Tepalcatepec,ADM2
"789",ADM2,"789","789",MEX,MEX-ADM2-50627088B94818370,Apatzingán,ADM2
"790",ADM2,"790","790",MEX,MEX-ADM2-50627088B88198909,Parácuaro,ADM2
"791",ADM2,"791","791",MEX,MEX-ADM2-50627088B71712174,Nocupétaro,ADM2
"792",ADM2,"792","792",MEX,MEX-ADM2-50627088B53325262,Nuevo Urecho,ADM2
"793",ADM2,"793","793",MEX,MEX-ADM2-50627088B65794973,Gabriel Zamora,ADM2
"794",ADM2,"794","794",MEX,MEX-ADM2-50627088B38952284,Ario,ADM2
"795",ADM2,"795","795",MEX,MEX-ADM2-50627088B33923944,Susupuato,ADM2
"796",ADM2,"796","796",MEX,MEX-ADM2-50627088B43536679,Tiquicheo de Nicolás Romero,ADM2
"797",ADM2,"797","797",MEX,MEX-ADM2-50627088B81545711,Juárez,ADM2
"798",ADM2,"798","798",MEX,MEX-ADM2-50627088B69052921,Taretan,ADM2
"799",ADM2,"799","799",MEX,MEX-ADM2-50627088B33557039,Buenavista,ADM2
"800",ADM2,"800","800",MEX,MEX-ADM2-50627088B22498362,Tacámbaro,ADM2
"801",ADM2,"801","801",MEX,MEX-ADM2-50627088B28494279,Tuzantla,ADM2
"802",ADM2,"802","802",MEX,MEX-ADM2-50627088B61069791,Salvador Escalante,ADM2
"803",ADM2,"803","803",MEX,MEX-ADM2-50627088B69335008,Ziracuaretiro,ADM2
"804",ADM2,"804","804",MEX,MEX-ADM2-50627088B14643679,Nuevo Parangaricutiro,ADM2
"805",ADM2,"805","805",MEX,MEX-ADM2-50627088B94124168,Tancítaro,ADM2
"806",ADM2,"806","806",MEX,MEX-ADM2-50627088B12013030,Jungapeo,ADM2
"807",ADM2,"807","807",MEX,MEX-ADM2-50627088B47322592,Madero,ADM2
"808",ADM2,"808","808",MEX,MEX-ADM2-50627088B46723824,Acuitzio,ADM2
"809",ADM2,"809","809",MEX,MEX-ADM2-50627088B15502930,Zitácuaro,ADM2
"810",ADM2,"810","810",MEX,MEX-ADM2-50627088B58873222,Huiramba,ADM2
"811",ADM2,"811","811",MEX,MEX-ADM2-50627088B94026970,Pátzcuaro,ADM2
"812",ADM2,"812","812",MEX,MEX-ADM2-50627088B1662564,Peribán,ADM2
"813",ADM2,"813","813",MEX,MEX-ADM2-50627088B11811070,Tingambato,ADM2
"814",ADM2,"814","814",MEX,MEX-ADM2-50627088B97751501,Uruapan,ADM2
"815",ADM2,"815","815",MEX,MEX-ADM2-50627088B58329971,Lagunillas,ADM2
"816",ADM2,"816","816",MEX,MEX-ADM2-50627088B79637981,Ocampo,ADM2
"817",ADM2,"817","817",MEX,MEX-ADM2-50627088B26048234,Tuxpan,ADM2
"818",ADM2,"818","818",MEX,MEX-ADM2-50627088B42157152,Tzintzuntzan,ADM2
"819",ADM2,"819","819",MEX,MEX-ADM2-50627088B35253990,Tzitzio,ADM2
"820",ADM2,"820","820",MEX,MEX-ADM2-50627088B91193763,Angangueo,ADM2
"821",ADM2,"821","821",MEX,MEX-ADM2-50627088B99084989,Aporo,ADM2
"822",ADM2,"822","822",MEX,MEX-ADM2-50627088B42965497,Erongarícuaro,ADM2
"823",ADM2,"823","823",MEX,MEX-ADM2-50627088B31176711,Paracho,ADM2
"824",ADM2,"824","824",MEX,MEX-ADM2-50627088B4958569,Nahuatzen,ADM2
"825",ADM2,"825","825",MEX,MEX-ADM2-50627088B23685188,Quiroga,ADM2
"826",ADM2,"826","826",MEX,MEX-ADM2-50627088B54283728,Irimbo,ADM2
"827",ADM2,"827","827",MEX,MEX-ADM2-50627088B27409013,Charo,ADM2
"828",ADM2,"828","828",MEX,MEX-ADM2-50627088B69387241,Cherán,ADM2
"829",ADM2,"829","829",MEX,MEX-ADM2-50627088B67324024,Los Reyes,ADM2
"830",ADM2,"830","830",MEX,MEX-ADM2-50627088B93054361,Charapan,ADM2
"831",ADM2,"831","831",MEX,MEX-ADM2-50627088B62904182,Senguio,ADM2
"832",ADM2,"832","832",MEX,MEX-ADM2-50627088B7930651,Queréndaro,ADM2
"833",ADM2,"833","833",MEX,MEX-ADM2-50627088B3019268,Tocumbo,ADM2
"834",ADM2,"834","834",MEX,MEX-ADM2-50627088B97049028,Morelia,ADM2
"835",ADM2,"835","835",MEX,MEX-ADM2-50627088B3848522,Tlalpujahua,ADM2
"836",ADM2,"836","836",MEX,MEX-ADM2-50627088B76342497,Hidalgo,ADM2
"837",ADM2,"837","837",MEX,MEX-ADM2-50627088B17424872,Indaparapeo,ADM2
"838",ADM2,"838","838",MEX,MEX-ADM2-50627088B50179596,Tarímbaro,ADM2
"839",ADM2,"839","839",MEX,MEX-ADM2-50627088B60317828,Tingüindín,ADM2
"840",ADM2,"840","840",MEX,MEX-ADM2-50627088B21862277,Cotija,ADM2
"841",ADM2,"841","841",MEX,MEX-ADM2-50627088B91244524,Chilchota,ADM2
"842",ADM2,"842","842",MEX,MEX-ADM2-50627088B64062583,Coeneo,ADM2
"843",ADM2,"843","843",MEX,MEX-ADM2-50627088B56272762,Zinapécuaro,ADM2
"844",ADM2,"844","844",MEX,MEX-ADM2-50627088B41191483,Huaniqueo,ADM2
"845",ADM2,"845","845",MEX,MEX-ADM2-50627088B79835658,Álvaro Obregón,ADM2
"846",ADM2,"846","846",MEX,MEX-ADM2-50627088B2191618,Chucándiro,ADM2
"847",ADM2,"847","847",MEX,MEX-ADM2-50627088B74038371,Copándaro,ADM2
"848",ADM2,"848","848",MEX,MEX-ADM2-50627088B78207092,Jiménez,ADM2
"849",ADM2,"849","849",MEX,MEX-ADM2-50627088B99949339,Purépero,ADM2
"850",ADM2,"850","850",MEX,MEX-ADM2-50627088B60790247,Zacapu,ADM2
"851",ADM2,"851","851",MEX,MEX-ADM2-50627088B75281990,Tangamandapio,ADM2
"852",ADM2,"852","852",MEX,MEX-ADM2-50627088B78478016,Jacona,ADM2
"853",ADM2,"853","853",MEX,MEX-ADM2-50627088B49852805,Maravatío,ADM2
"854",ADM2,"854","854",MEX,MEX-ADM2-50627088B42476741,Huandacareo,ADM2
"855",ADM2,"855","855",MEX,MEX-ADM2-50627088B32433138,Morelos,ADM2
"856",ADM2,"856","856",MEX,MEX-ADM2-50627088B88257897,Cuitzeo,ADM2
"857",ADM2,"857","857",MEX,MEX-ADM2-50627088B46090219,Santa Ana Maya,ADM2
"858",ADM2,"858","858",MEX,MEX-ADM2-50627088B83202132,Contepec,ADM2
"859",ADM2,"859","859",MEX,MEX-ADM2-50627088B22652641,Jiquilpan,ADM2
"860",ADM2,"860","860",MEX,MEX-ADM2-50627088B50378806,Tlazazalca,ADM2
"861",ADM2,"861","861",MEX,MEX-ADM2-50627088B15136108,Villamar,ADM2
"862",ADM2,"862","862",MEX,MEX-ADM2-50627088B18549281,Marcos Castellanos,ADM2
"863",ADM2,"863","863",MEX,MEX-ADM2-50627088B61622698,Sahuayo,ADM2
"864",ADM2,"864","864",MEX,MEX-ADM2-50627088B22436463,Panindícuaro,ADM2
"865",ADM2,"865","865",MEX,MEX-ADM2-50627088B71066297,Chavinda,ADM2
"866",ADM2,"866","866",MEX,MEX-ADM2-50627088B84287604,Cojumatlán de Régules,ADM2
"867",ADM2,"867","867",MEX,MEX-ADM2-50627088B68276519,Penjamillo,ADM2
"868",ADM2,"868","868",MEX,MEX-ADM2-50627088B96023796,Angamacutiro,ADM2
"869",ADM2,"869","869",MEX,MEX-ADM2-50627088B48239024,Ixtlán,ADM2
"870",ADM2,"870","870",MEX,MEX-ADM2-50627088B38190534,Churintzio,ADM2
"871",ADM2,"871","871",MEX,MEX-ADM2-50627088B46226945,Venustiano Carranza,ADM2
"872",ADM2,"872","872",MEX,MEX-ADM2-50627088B70033404,Pajacuarán,ADM2
"873",ADM2,"873","873",MEX,MEX-ADM2-50627088B38411774,Epitacio Huerta,ADM2
"874",ADM2,"874","874",MEX,MEX-ADM2-50627088B90412987,Zináparo,ADM2
"875",ADM2,"875","875",MEX,MEX-ADM2-50627088B7045982,Ecuandureo,ADM2
"876",ADM2,"876","876",MEX,MEX-ADM2-50627088B97630661,Puruándiro,ADM2
"877",ADM2,"877","877",MEX,MEX-ADM2-50627088B12243727,Briseñas,ADM2
"878",ADM2,"878","878",MEX,MEX-ADM2-50627088B20463959,Numarán,ADM2
"879",ADM2,"879","879",MEX,MEX-ADM2-50627088B58861685,Vista Hermosa,ADM2
"880",ADM2,"880","880",MEX,MEX-ADM2-50627088B75364843,José Sixto Verduzco,ADM2
"881",ADM2,"881","881",MEX,MEX-ADM2-50627088B54806042,Tanhuato,ADM2
"882",ADM2,"882","882",MEX,MEX-ADM2-50627088B43202238,Yurécuaro,ADM2
"883",ADM2,"883","883",MEX,MEX-ADM2-50627088B8445165,La Piedad,ADM2
"884",ADM2,"884","884",MEX,MEX-ADM2-50627088B87426282,Amacuzac,ADM2
"885",ADM2,"885","885",MEX,MEX-ADM2-50627088B55232878,Atlatlahucan,ADM2
"886",ADM2,"886","886",MEX,MEX-ADM2-50627088B40232545,Axochiapan,ADM2
"887",ADM2,"887","887",MEX,MEX-ADM2-50627088B16978794,Ayala,ADM2
"888",ADM2,"888","888",MEX,MEX-ADM2-50627088B86998182,Coatlán del Río,ADM2
"889",ADM2,"889","889",MEX,MEX-ADM2-50627088B49008010,Cuautla,ADM2
"890",ADM2,"890","890",MEX,MEX-ADM2-50627088B99558073,Cuernavaca,ADM2
"891",ADM2,"891","891",MEX,MEX-ADM2-50627088B54590635,Emiliano Zapata,ADM2
"892",ADM2,"892","892",MEX,MEX-ADM2-50627088B18801030,Huitzilac,ADM2
"893",ADM2,"893","893",MEX,MEX-ADM2-50627088B8711720,Jantetelco,ADM2
"894",ADM2,"894","894",MEX,MEX-ADM2-50627088B12047622,Jiutepec,ADM2
"895",ADM2,"895","895",MEX,MEX-ADM2-50627088B29729835,Jojutla,ADM2
"896",ADM2,"896","896",MEX,MEX-ADM2-50627088B27718903,Jonacatepec,ADM2
"897",ADM2,"897","897",MEX,MEX-ADM2-50627088B93178144,Mazatepec,ADM2
"898",ADM2,"898","898",MEX,MEX-ADM2-50627088B36272742,Miacatlán,ADM2
"899",ADM2,"899","899",MEX,MEX-ADM2-50627088B52657073,Ocuituco,ADM2
"900",ADM2,"900","900",MEX,MEX-ADM2-50627088B79627730,Puente de Ixtla,ADM2
"901",ADM2,"901","901",MEX,MEX-ADM2-50627088B26991996,Temixco,ADM2
"902",ADM2,"902","902",MEX,MEX-ADM2-50627088B9863871,Tepalcingo,ADM2
"903",ADM2,"903","903",MEX,MEX-ADM2-50627088B84554369,Tepoztlán,ADM2
"904",ADM2,"904","904",MEX,MEX-ADM2-50627088B25060009,Tetecala,ADM2
"905",ADM2,"905","905",MEX,MEX-ADM2-50627088B79782732,Tetela del Volcán,ADM2
"906",ADM2,"906","906",MEX,MEX-ADM2-50627088B92329730,Tlalnepantla,ADM2
"907",ADM2,"907","907",MEX,MEX-ADM2-50627088B15873723,Tlaltizapán de Zapata,ADM2
"908",ADM2,"908","908",MEX,MEX-ADM2-50627088B83026267,Tlaquiltenango,ADM2
"909",ADM2,"909","909",MEX,MEX-ADM2-50627088B84045205,Tlayacapan,ADM2
"910",ADM2,"910","910",MEX,MEX-ADM2-50627088B7042888,Totolapan,ADM2
"911",ADM2,"911","911",MEX,MEX-ADM2-50627088B11278636,Xochitepec,ADM2
"912",ADM2,"912","912",MEX,MEX-ADM2-50627088B29358561,Yautepec,ADM2
"913",ADM2,"913","913",MEX,MEX-ADM2-50627088B98607035,Yecapixtla,ADM2
"914",ADM2,"914","914",MEX,MEX-ADM2-50627088B98284450,Zacatepec,ADM2
"915",ADM2,"915","915",MEX,MEX-ADM2-50627088B59454424,Zacualpan,ADM2
"916",ADM2,"916","916",MEX,MEX-ADM2-50627088B16728791,Temoac,ADM2
"917",ADM2,"917","917",MEX,MEX-ADM2-50627088B87062900,Acaponeta,ADM2
"918",ADM2,"918","918",MEX,MEX-ADM2-50627088B5400013,Ahuacatlán,ADM2
"919",ADM2,"919","919",MEX,MEX-ADM2-50627088B44577868,Amatlán de Cañas,ADM2
"920",ADM2,"920","920",MEX,MEX-ADM2-50627088B34331549,Huajicori,ADM2
"921",ADM2,"921","921",MEX,MEX-ADM2-50627088B81433718,Ixtlán del Río,ADM2
"922",ADM2,"922","922",MEX,MEX-ADM2-50627088B338928,Jala,ADM2
"923",ADM2,"923","923",MEX,MEX-ADM2-50627088B58137885,Xalisco,ADM2
"924",ADM2,"924","924",MEX,MEX-ADM2-50627088B52055838,Del Nayar,ADM2
"925",ADM2,"925","925",MEX,MEX-ADM2-50627088B7387655,Ruíz,ADM2
"926",ADM2,"926","926",MEX,MEX-ADM2-50627088B4538898,San Pedro Lagunillas,ADM2
"927",ADM2,"927","927",MEX,MEX-ADM2-50627088B58171785,Santa María del Oro,ADM2
"928",ADM2,"928","928",MEX,MEX-ADM2-50627088B55388659,Tecuala,ADM2
"929",ADM2,"929","929",MEX,MEX-ADM2-50627088B51677546,Tepic,ADM2
"930",ADM2,"930","930",MEX,MEX-ADM2-50627088B43241050,Tuxpan,ADM2
"931",ADM2,"931","931",MEX,MEX-ADM2-50627088B59823801,La Yesca,ADM2
"932",ADM2,"932","932",MEX,MEX-ADM2-50627088B38772392,Bahía de Banderas,ADM2
